"Step","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MIN","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MAX"
"12333","-154.71273576799294","-154.71273576799294","-154.71273576799294"
"12334","-154.71273455870332","-154.71273455870332","-154.71273455870332"
"12335","-154.71275916570866","-154.71275916570866","-154.71275916570866"
"12336","-154.71276582359525","-154.71276582359525","-154.71276582359525"
"12339","-154.71276157070034","-154.71276157070034","-154.71276157070034"
"12342","-154.71273248475643","-154.71273248475643","-154.71273248475643"
"12344","-154.7127222760292","-154.7127222760292","-154.7127222760292"
"12351","-154.71274841308593","-154.71274841308593","-154.71274841308593"
"12354","-154.71276704915365","-154.71276704915365","-154.71276704915365"
"12355","-154.71276691351997","-154.71276691351997","-154.71276691351997"
"12357","-154.71277906629774","-154.71277906629774","-154.71277906629774"
"12358","-154.7127845187717","-154.7127845187717","-154.7127845187717"
"12359","-154.7127864718967","-154.7127864718967","-154.7127864718967"
"12360","-154.71279056203514","-154.71279056203514","-154.71279056203514"
"12365","-154.7128122983563","-154.7128122983563","-154.7128122983563"
"12368","-154.71283112114318","-154.71283112114318","-154.71283112114318"
"12371","-154.7128538658054","-154.7128538658054","-154.7128538658054"
"12372","-154.7128847083267","-154.7128847083267","-154.7128847083267"
"12374","-154.71288052468356","-154.71288052468356","-154.71288052468356"
"12377","-154.71287367379867","-154.71287367379867","-154.71287367379867"
"12380","-154.7128814399665","-154.7128814399665","-154.7128814399665"
"12383","-154.71287109158564","-154.71287109158564","-154.71287109158564"
"12384","-154.71287352649878","-154.71287352649878","-154.71287352649878"
"12385","-154.7128823057134","-154.7128823057134","-154.7128823057134"
"12386","-154.71288714848512","-154.71288714848512","-154.71288714848512"
"12388","-154.7128677503437","-154.7128677503437","-154.7128677503437"
"12389","-154.71286984707447","-154.71286984707447","-154.71286984707447"
"12390","-154.7128716765303","-154.7128716765303","-154.7128716765303"
"12391","-154.7128665947724","-154.7128665947724","-154.7128665947724"
"12395","-154.7128663785274","-154.7128663785274","-154.7128663785274"
"12397","-154.7128446323878","-154.7128446323878","-154.7128446323878"
"12399","-154.7128219807222","-154.7128219807222","-154.7128219807222"
"12400","-154.71282131228827","-154.71282131228827","-154.71282131228827"
"12401","-154.71281160337736","-154.71281160337736","-154.71281160337736"
"12403","-154.71279976093663","-154.71279976093663","-154.71279976093663"
"12404","-154.7127914428711","-154.7127914428711","-154.7127914428711"
"12407","-154.7127601691052","-154.7127601691052","-154.7127601691052"
"12409","-154.7127524721939","-154.7127524721939","-154.7127524721939"
"12410","-154.71274638829453","-154.71274638829453","-154.71274638829453"
"12411","-154.71273176360194","-154.71273176360194","-154.71273176360194"
"12412","-154.7127223870693","-154.7127223870693","-154.7127223870693"
"12415","-154.7127115804468","-154.7127115804468","-154.7127115804468"
"12417","-154.71273540628368","-154.71273540628368","-154.71273540628368"
"12419","-154.71274851993795","-154.71274851993795","-154.71274851993795"
"12420","-154.71275663881335","-154.71275663881335","-154.71275663881335"
"12421","-154.71275170531794","-154.71275170531794","-154.71275170531794"
"12423","-154.7127565174979","-154.7127565174979","-154.7127565174979"
"12424","-154.71274771538725","-154.71274771538725","-154.71274771538725"
"12425","-154.7127595369049","-154.7127595369049","-154.7127595369049"
"12428","-154.7127821689781","-154.7127821689781","-154.7127821689781"
"12429","-154.71279029711397","-154.71279029711397","-154.71279029711397"
"12430","-154.71279643261633","-154.71279643261633","-154.71279643261633"
"12431","-154.71279295797592","-154.71279295797592","-154.71279295797592"
"12432","-154.7127984662237","-154.7127984662237","-154.7127984662237"
"12433","-154.7127930387815","-154.7127930387815","-154.7127930387815"
"12434","-154.7127946818285","-154.7127946818285","-154.7127946818285"
"12435","-154.71279796792254","-154.71279796792254","-154.71279796792254"
"12439","-154.71280311254517","-154.71280311254517","-154.71280311254517"
"12443","-154.7128232118314","-154.7128232118314","-154.7128232118314"
"12446","-154.7128587349382","-154.7128587349382","-154.7128587349382"
"12447","-154.71285862729243","-154.71285862729243","-154.71285862729243"
"12449","-154.71286063219503","-154.71286063219503","-154.71286063219503"
"12453","-154.71286301129715","-154.71286301129715","-154.71286301129715"
"12454","-154.71284506373468","-154.71284506373468","-154.71284506373468"
"12458","-154.71287898261116","-154.71287898261116","-154.71287898261116"
"12460","-154.71287586319613","-154.71287586319613","-154.71287586319613"
"12462","-154.71285579573942","-154.71285579573942","-154.71285579573942"
"12463","-154.712850275174","-154.712850275174","-154.712850275174"
"12464","-154.71285075872717","-154.71285075872717","-154.71285075872717"
"12465","-154.71284687686975","-154.71284687686975","-154.71284687686975"
"12466","-154.71285500324947","-154.71285500324947","-154.71285500324947"
"12468","-154.7128210873671","-154.7128210873671","-154.7128210873671"
"12469","-154.71279048919678","-154.71279048919678","-154.71279048919678"
"12472","-154.7127756674036","-154.7127756674036","-154.7127756674036"
"12476","-154.71275755010788","-154.71275755010788","-154.71275755010788"
"12479","-154.71274747152336","-154.71274747152336","-154.71274747152336"
"12480","-154.7127456128702","-154.7127456128702","-154.7127456128702"
"12483","-154.71275892743745","-154.71275892743745","-154.71275892743745"
"12486","-154.71276675795838","-154.71276675795838","-154.71276675795838"
"12487","-154.71277595613878","-154.71277595613878","-154.71277595613878"
"12489","-154.71278681696404","-154.71278681696404","-154.71278681696404"
"12490","-154.71279195864227","-154.71279195864227","-154.71279195864227"
"12491","-154.71279536139244","-154.71279536139244","-154.71279536139244"
"12492","-154.71279792015338","-154.71279792015338","-154.71279792015338"
"12493","-154.7127952542192","-154.7127952542192","-154.7127952542192"
"12494","-154.71279366001735","-154.71279366001735","-154.71279366001735"
"12496","-154.71281052640492","-154.71281052640492","-154.71281052640492"
"12500","-154.71280945895012","-154.71280945895012","-154.71280945895012"
"12501","-154.71280477423417","-154.71280477423417","-154.71280477423417"
"12502","-154.71282882690429","-154.71282882690429","-154.71282882690429"
"12503","-154.71284298813134","-154.71284298813134","-154.71284298813134"
"12504","-154.71285905001457","-154.71285905001457","-154.71285905001457"
"12507","-154.712873157702","-154.712873157702","-154.712873157702"
"12509","-154.71288458840888","-154.71288458840888","-154.71288458840888"
"12517","-154.71290593728176","-154.71290593728176","-154.71290593728176"
"12518","-154.7129229078368","-154.7129229078368","-154.7129229078368"
"12521","-154.7129014611453","-154.7129014611453","-154.7129014611453"
"12522","-154.7128994435646","-154.7128994435646","-154.7128994435646"
"12526","-154.71289984440844","-154.71289984440844","-154.71289984440844"
"12527","-154.71290151459115","-154.71290151459115","-154.71290151459115"
"12531","-154.7128765142913","-154.7128765142913","-154.7128765142913"
"12533","-154.7128730700502","-154.7128730700502","-154.7128730700502"
"12534","-154.71287579340364","-154.71287579340364","-154.71287579340364"
"12539","-154.712888462337","-154.712888462337","-154.712888462337"
"12540","-154.71289087842393","-154.71289087842393","-154.71289087842393"
"12542","-154.7128882508178","-154.7128882508178","-154.7128882508178"
"12544","-154.7129055236603","-154.7129055236603","-154.7129055236603"
"12545","-154.71290078863396","-154.71290078863396","-154.71290078863396"
"12546","-154.71289889462344","-154.71289889462344","-154.71289889462344"
"12547","-154.71290018841938","-154.71290018841938","-154.71290018841938"
"12548","-154.7129180081241","-154.7129180081241","-154.7129180081241"
"12549","-154.71292246305026","-154.71292246305026","-154.71292246305026"
"12550","-154.71292060951998","-154.71292060951998","-154.71292060951998"
"12552","-154.7129328831835","-154.7129328831835","-154.7129328831835"
"12553","-154.71294878164233","-154.71294878164233","-154.71294878164233"
"12554","-154.7129298580786","-154.7129298580786","-154.7129298580786"
"12556","-154.71293021789285","-154.71293021789285","-154.71293021789285"
"12557","-154.71291599856713","-154.71291599856713","-154.71291599856713"
"12559","-154.71291837067582","-154.71291837067582","-154.71291837067582"
"12560","-154.71291047740357","-154.71291047740357","-154.71291047740357"
"12561","-154.71291495118464","-154.71291495118464","-154.71291495118464"
"12564","-154.71292283356087","-154.71292283356087","-154.71292283356087"
"12565","-154.71291111651516","-154.71291111651516","-154.71291111651516"
"12566","-154.71289226272344","-154.71289226272344","-154.71289226272344"
"12567","-154.71288609795963","-154.71288609795963","-154.71288609795963"
"12568","-154.71288346162433","-154.71288346162433","-154.71288346162433"
"12569","-154.71288812181297","-154.71288812181297","-154.71288812181297"
"12570","-154.7128925140567","-154.7128925140567","-154.7128925140567"
"12572","-154.71286819577736","-154.71286819577736","-154.71286819577736"
"12573","-154.71286219602683","-154.71286219602683","-154.71286219602683"
"12574","-154.7128624886976","-154.7128624886976","-154.7128624886976"
"12576","-154.71286468372827","-154.71286468372827","-154.71286468372827"
"12577","-154.7128646305154","-154.7128646305154","-154.7128646305154"
"12579","-154.71287282529664","-154.71287282529664","-154.71287282529664"
"12581","-154.71287777199564","-154.71287777199564","-154.71287777199564"
"12583","-154.71286450695078","-154.71286450695078","-154.71286450695078"
"12584","-154.71286732477594","-154.71286732477594","-154.71286732477594"
"12586","-154.7128721363453","-154.7128721363453","-154.7128721363453"
"12587","-154.7128806961538","-154.7128806961538","-154.7128806961538"
"12589","-154.71289731068893","-154.71289731068893","-154.71289731068893"
"12591","-154.7129018732109","-154.7129018732109","-154.7129018732109"
"12593","-154.7129160828752","-154.7129160828752","-154.7129160828752"
"12595","-154.71292606948043","-154.71292606948043","-154.71292606948043"
"12596","-154.71291620239577","-154.71291620239577","-154.71291620239577"
"12599","-154.71292868565226","-154.71292868565226","-154.71292868565226"
"12600","-154.71293151855468","-154.71293151855468","-154.71293151855468"
"12601","-154.71292430048405","-154.71292430048405","-154.71292430048405"
"12602","-154.7129306561014","-154.7129306561014","-154.7129306561014"
"12607","-154.71296904190726","-154.71296904190726","-154.71296904190726"
"12608","-154.7129685244353","-154.7129685244353","-154.7129685244353"
"12609","-154.71296254033626","-154.71296254033626","-154.71296254033626"
"12611","-154.71297759081776","-154.71297759081776","-154.71297759081776"
"12612","-154.71296984873888","-154.71296984873888","-154.71296984873888"
"12613","-154.71297387886213","-154.71297387886213","-154.71297387886213"
"12614","-154.71297520456056","-154.71297520456056","-154.71297520456056"
"12616","-154.71295779814002","-154.71295779814002","-154.71295779814002"
"12617","-154.7129494064689","-154.7129494064689","-154.7129494064689"
"12618","-154.71293632182528","-154.71293632182528","-154.71293632182528"
"12619","-154.71292835437765","-154.71292835437765","-154.71292835437765"
"12621","-154.71292029486762","-154.71292029486762","-154.71292029486762"
"12623","-154.7129086388482","-154.7129086388482","-154.7129086388482"
"12624","-154.71290095647177","-154.71290095647177","-154.71290095647177"
"12625","-154.712884955936","-154.712884955936","-154.712884955936"
"12627","-154.71284153726367","-154.71284153726367","-154.71284153726367"
"12628","-154.71283992131552","-154.71283992131552","-154.71283992131552"
"12631","-154.71284112988195","-154.71284112988195","-154.71284112988195"
"12634","-154.71281877767493","-154.71281877767493","-154.71281877767493"
"12637","-154.71283622007212","-154.71283622007212","-154.71283622007212"
"12640","-154.71283967862715","-154.71283967862715","-154.71283967862715"
"12641","-154.71284130499723","-154.71284130499723","-154.71284130499723"
"12643","-154.71284873605396","-154.71284873605396","-154.71284873605396"
"12645","-154.71286567410314","-154.71286567410314","-154.71286567410314"
"12648","-154.71279312213125","-154.71279312213125","-154.71279312213125"
"12650","-154.71278625752504","-154.71278625752504","-154.71278625752504"
"12652","-154.71280012915145","-154.71280012915145","-154.71280012915145"
"12653","-154.71280824075015","-154.71280824075015","-154.71280824075015"
"12654","-154.71279790969123","-154.71279790969123","-154.71279790969123"
"12655","-154.71279944217565","-154.71279944217565","-154.71279944217565"
"12656","-154.71279023405793","-154.71279023405793","-154.71279023405793"
"12657","-154.71278582155963","-154.71278582155963","-154.71278582155963"
"12658","-154.7127907757119","-154.7127907757119","-154.7127907757119"
"12659","-154.7127785951028","-154.7127785951028","-154.7127785951028"
"12661","-154.71276990105125","-154.71276990105125","-154.71276990105125"
"12662","-154.71276815869817","-154.71276815869817","-154.71276815869817"
