"opt/step","C4H4-new-1-3.0-1-104613 - _step","C4H4-new-1-3.0-1-104613 - _step__MIN","C4H4-new-1-3.0-1-104613 - _step__MAX","C4H4-new-1-3.0-1-104613 - opt/E_smooth","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MIN","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MAX","C4H4-new-1-9.0-3-104613 - _step","C4H4-new-1-9.0-3-104613 - _step__MIN","C4H4-new-1-9.0-3-104613 - _step__MAX","C4H4-new-1-9.0-3-104613 - opt/E_smooth","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MIN","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MAX","C4H4-new-1-6.0-2-104613 - _step","C4H4-new-1-6.0-2-104613 - _step__MIN","C4H4-new-1-6.0-2-104613 - _step__MAX","C4H4-new-1-6.0-2-104613 - opt/E_smooth","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MIN","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MAX"
"6257","7757","7757","7757","-154.69160424804687","-154.69160424804687","-154.69160424804687","7757","7757","7757","-154.7092970703125","-154.7092970703125","-154.7092970703125","7757","7757","7757","-154.70884919433593","-154.70884919433593","-154.70884919433593"
"6258","7758","7758","7758","-154.69163127441405","-154.69163127441405","-154.69163127441405","7758","7758","7758","-154.70930588378906","-154.70930588378906","-154.70930588378906","7758","7758","7758","-154.70886867675782","-154.70886867675782","-154.70886867675782"
"6259","7759","7759","7759","-154.69163527832032","-154.69163527832032","-154.69163527832032","7759","7759","7759","-154.70927639160155","-154.70927639160155","-154.70927639160155","7759","7759","7759","-154.70884558105467","-154.70884558105467","-154.70884558105467"
"6260","7760","7760","7760","-154.69163691121548","-154.69163691121548","-154.69163691121548","7760","7760","7760","-154.70924599254474","-154.70924599254474","-154.70924599254474","7760","7760","7760","-154.70882559584354","-154.70882559584354","-154.70882559584354"
"6261","7761","7761","7761","-154.69164885499606","-154.69164885499606","-154.69164885499606","7761","7761","7761","-154.70923248876016","-154.70923248876016","-154.70923248876016","7761","7761","7761","-154.70879256763396","-154.70879256763396","-154.70879256763396"
"6262","7762","7762","7762","-154.6916700856754","-154.6916700856754","-154.6916700856754","7762","7762","7762","-154.70923602314423","-154.70923602314423","-154.70923602314423","7762","7762","7762","-154.70878008760204","-154.70878008760204","-154.70878008760204"
"6263","7763","7763","7763","-154.69167596006545","-154.69167596006545","-154.69167596006545","7763","7763","7763","-154.70922905187638","-154.70922905187638","-154.70922905187638","7763","7763","7763","-154.70878896012474","-154.70878896012474","-154.70878896012474"
"6264","7764","7764","7764","-154.69166986629986","-154.69166986629986","-154.69166986629986","7764","7764","7764","-154.70924494441707","-154.70924494441707","-154.70924494441707","7764","7764","7764","-154.70876365880997","-154.70876365880997","-154.70876365880997"
"6265","7765","7765","7765","-154.69164363873273","-154.69164363873273","-154.69164363873273","7765","7765","7765","-154.7092615194595","-154.7092615194595","-154.7092615194595","7765","7765","7765","-154.7087473762683","-154.7087473762683","-154.7087473762683"
"6266","7766","7766","7766","-154.69162018992267","-154.69162018992267","-154.69162018992267","7766","7766","7766","-154.7092668332231","-154.7092668332231","-154.7092668332231","7766","7766","7766","-154.70872365933258","-154.70872365933258","-154.70872365933258"
"6267","7767","7767","7767","-154.6915783135655","-154.6915783135655","-154.6915783135655","7767","7767","7767","-154.70925415819065","-154.70925415819065","-154.70925415819065","7767","7767","7767","-154.70870240427814","-154.70870240427814","-154.70870240427814"
"6268","7768","7768","7768","-154.69156978229364","-154.69156978229364","-154.69156978229364","7768","7768","7768","-154.70924123940756","-154.70924123940756","-154.70924123940756","7768","7768","7768","-154.70865080227105","-154.70865080227105","-154.70865080227105"
"6269","7769","7769","7769","-154.69152215342172","-154.69152215342172","-154.69152215342172","7769","7769","7769","-154.7092243718644","-154.7092243718644","-154.7092243718644","7769","7769","7769","-154.7085923508714","-154.7085923508714","-154.7085923508714"
"6270","7770","7770","7770","-154.69150213457561","-154.69150213457561","-154.69150213457561","7770","7770","7770","-154.70921106657914","-154.70921106657914","-154.70921106657914","7770","7770","7770","-154.70856102269613","-154.70856102269613","-154.70856102269613"
"6271","7771","7771","7771","-154.69144246224582","-154.69144246224582","-154.69144246224582","7771","7771","7771","-154.70923243375105","-154.70923243375105","-154.70923243375105","7771","7771","7771","-154.70849524198346","-154.70849524198346","-154.70849524198346"
"6272","7772","7772","7772","-154.69136979439233","-154.69136979439233","-154.69136979439233","7772","7772","7772","-154.7092539469401","-154.7092539469401","-154.7092539469401","7772","7772","7772","-154.7084175852117","-154.7084175852117","-154.7084175852117"
"6273","7773","7773","7773","-154.69128296287818","-154.69128296287818","-154.69128296287818","7773","7773","7773","-154.70926966811672","-154.70926966811672","-154.70926966811672","7773","7773","7773","-154.70835229122278","-154.70835229122278","-154.70835229122278"
"6274","7774","7774","7774","-154.69124760239887","-154.69124760239887","-154.69124760239887","7774","7774","7774","-154.70927331854472","-154.70927331854472","-154.70927331854472","7774","7774","7774","-154.70827241985802","-154.70827241985802","-154.70827241985802"
"6275","7775","7775","7775","-154.691213337048","-154.691213337048","-154.691213337048","7775","7775","7775","-154.7092996989711","-154.7092996989711","-154.7092996989711","7775","7775","7775","-154.70819649095552","-154.70819649095552","-154.70819649095552"
"6276","7776","7776","7776","-154.69118505839907","-154.69118505839907","-154.69118505839907","7776","7776","7776","-154.70931279183955","-154.70931279183955","-154.70931279183955","7776","7776","7776","-154.7081178120639","-154.7081178120639","-154.7081178120639"
"6277","7777","7777","7777","-154.6911401337984","-154.6911401337984","-154.6911401337984","7777","7777","7777","-154.7093392696107","-154.7093392696107","-154.7093392696107","7777","7777","7777","-154.70804894065552","-154.70804894065552","-154.70804894065552"
"6278","7778","7778","7778","-154.69112962056576","-154.69112962056576","-154.69112962056576","7778","7778","7778","-154.70933162804806","-154.70933162804806","-154.70933162804806","7778","7778","7778","-154.7080153080455","-154.7080153080455","-154.7080153080455"
"6279","7779","7779","7779","-154.69108240836354","-154.69108240836354","-154.69108240836354","7779","7779","7779","-154.70933549750174","-154.70933549750174","-154.70933549750174","7779","7779","7779","-154.70796605160362","-154.70796605160362","-154.70796605160362"
"6280","7780","7780","7780","-154.69105911254883","-154.69105911254883","-154.69105911254883","7780","7780","7780","-154.70934893371194","-154.70934893371194","-154.70934893371194","7780","7780","7780","-154.70794966873848","-154.70794966873848","-154.70794966873848"
"6281","7781","7781","7781","-154.69103384321662","-154.69103384321662","-154.69103384321662","7781","7781","7781","-154.70934203324043","-154.70934203324043","-154.70934203324043","7781","7781","7781","-154.70790906772493","-154.70790906772493","-154.70790906772493"
"6282","7782","7782","7782","-154.69102269069404","-154.69102269069404","-154.69102269069404","7782","7782","7782","-154.70930670477023","-154.70930670477023","-154.70930670477023","7782","7782","7782","-154.70788887655658","-154.70788887655658","-154.70788887655658"
"6283","7783","7783","7783","-154.6910213300377","-154.6910213300377","-154.6910213300377","7783","7783","7783","-154.70928809293517","-154.70928809293517","-154.70928809293517","7783","7783","7783","-154.70786343714235","-154.70786343714235","-154.70786343714235"
"6284","7784","7784","7784","-154.69102191317614","-154.69102191317614","-154.69102191317614","7784","7784","7784","-154.70928342782767","-154.70928342782767","-154.70928342782767","7784","7784","7784","-154.70786511366535","-154.70786511366535","-154.70786511366535"
"6285","7785","7785","7785","-154.69103872700103","-154.69103872700103","-154.69103872700103","7785","7785","7785","-154.70927832536637","-154.70927832536637","-154.70927832536637","7785","7785","7785","-154.70784949041476","-154.70784949041476","-154.70784949041476"
"6286","7786","7786","7786","-154.69102179168897","-154.69102179168897","-154.69102179168897","7786","7786","7786","-154.70926163302866","-154.70926163302866","-154.70926163302866","7786","7786","7786","-154.7078204792776","-154.7078204792776","-154.7078204792776"
"6287","7787","7787","7787","-154.69101518278669","-154.69101518278669","-154.69101518278669","7787","7787","7787","-154.70927910288427","-154.70927910288427","-154.70927910288427","7787","7787","7787","-154.70781872986228","-154.70781872986228","-154.70781872986228"
"6288","7788","7788","7788","-154.69099632797727","-154.69099632797727","-154.69099632797727","7788","7788","7788","-154.70928661079165","-154.70928661079165","-154.70928661079165","7788","7788","7788","-154.70780461305267","-154.70780461305267","-154.70780461305267"
"6289","7789","7789","7789","-154.69098340174196","-154.69098340174196","-154.69098340174196","7789","7789","7789","-154.709274170505","-154.709274170505","-154.709274170505","7789","7789","7789","-154.70781668887776","-154.70781668887776","-154.70781668887776"
"6290","7790","7790","7790","-154.69098225458626","-154.69098225458626","-154.69098225458626","7790","7790","7790","-154.70924683102365","-154.70924683102365","-154.70924683102365","7790","7790","7790","-154.70781024878278","-154.70781024878278","-154.70781024878278"
"6291","7791","7791","7791","-154.69096364808198","-154.69096364808198","-154.69096364808198","7791","7791","7791","-154.70921953986672","-154.70921953986672","-154.70921953986672","7791","7791","7791","-154.70779399538267","-154.70779399538267","-154.70779399538267"
"6292","7792","7792","7792","-154.6909516157141","-154.6909516157141","-154.6909516157141","7792","7792","7792","-154.70917560716882","-154.70917560716882","-154.70917560716882","7792","7792","7792","-154.70778725143458","-154.70778725143458","-154.70778725143458"
"6293","7793","7793","7793","-154.6909239364163","-154.6909239364163","-154.6909239364163","7793","7793","7793","-154.70915013542236","-154.70915013542236","-154.70915013542236","7793","7793","7793","-154.70779064766742","-154.70779064766742","-154.70779064766742"
"6294","7794","7794","7794","-154.690889440394","-154.690889440394","-154.690889440394","7794","7794","7794","-154.7091317229885","-154.7091317229885","-154.7091317229885","7794","7794","7794","-154.70778921639786","-154.70778921639786","-154.70778921639786"
"6295","7795","7795","7795","-154.69090042963316","-154.69090042963316","-154.69090042963316","7795","7795","7795","-154.70911949655022","-154.70911949655022","-154.70911949655022","7795","7795","7795","-154.70777645626583","-154.70777645626583","-154.70777645626583"
"6296","7796","7796","7796","-154.69089375846147","-154.69089375846147","-154.69089375846147","7796","7796","7796","-154.70912519736964","-154.70912519736964","-154.70912519736964","7796","7796","7796","-154.70777369076194","-154.70777369076194","-154.70777369076194"
"6297","7797","7797","7797","-154.69086603064605","-154.69086603064605","-154.69086603064605","7797","7797","7797","-154.70915207612686","-154.70915207612686","-154.70915207612686","7797","7797","7797","-154.7077770384772","-154.7077770384772","-154.7077770384772"
"6298","7798","7798","7798","-154.69085249423222","-154.69085249423222","-154.69085249423222","7798","7798","7798","-154.70918565031454","-154.70918565031454","-154.70918565031454","7798","7798","7798","-154.70777051285833","-154.70777051285833","-154.70777051285833"
"6299","7799","7799","7799","-154.69085482307761","-154.69085482307761","-154.69085482307761","7799","7799","7799","-154.7091874454662","-154.7091874454662","-154.7091874454662","7799","7799","7799","-154.7077873484698","-154.7077873484698","-154.7077873484698"
"6300","7800","7800","7800","-154.69088810511997","-154.69088810511997","-154.69088810511997","7800","7800","7800","-154.70917486766027","-154.70917486766027","-154.70917486766027","7800","7800","7800","-154.70779273623512","-154.70779273623512","-154.70779273623512"
"6301","7801","7801","7801","-154.69088096013144","-154.69088096013144","-154.69088096013144","7801","7801","7801","-154.70921255444725","-154.70921255444725","-154.70921255444725","7801","7801","7801","-154.70777464367094","-154.70777464367094","-154.70777464367094"
"6302","7802","7802","7802","-154.69090232243613","-154.69090232243613","-154.69090232243613","7802","7802","7802","-154.7092762780568","-154.7092762780568","-154.7092762780568","7802","7802","7802","-154.70775378999255","-154.70775378999255","-154.70775378999255"
"6303","7803","7803","7803","-154.69090714227585","-154.69090714227585","-154.69090714227585","7803","7803","7803","-154.70931028335812","-154.70931028335812","-154.70931028335812","7803","7803","7803","-154.7077602083721","-154.7077602083721","-154.7077602083721"
"6304","7804","7804","7804","-154.69090174114893","-154.69090174114893","-154.69090174114893","7804","7804","7804","-154.70931563604447","-154.70931563604447","-154.70931563604447","7804","7804","7804","-154.7077422369094","-154.7077422369094","-154.7077422369094"
"6305","7805","7805","7805","-154.69092935229105","-154.69092935229105","-154.69092935229105","7805","7805","7805","-154.70930565728082","-154.70930565728082","-154.70930565728082","7805","7805","7805","-154.70770181322854","-154.70770181322854","-154.70770181322854"
"6306","7806","7806","7806","-154.69092533172122","-154.69092533172122","-154.69092533172122","7806","7806","7806","-154.70929081023687","-154.70929081023687","-154.70929081023687","7806","7806","7806","-154.70770636664497","-154.70770636664497","-154.70770636664497"
"6307","7807","7807","7807","-154.6908971877325","-154.6908971877325","-154.6908971877325","7807","7807","7807","-154.70928957500155","-154.70928957500155","-154.70928957500155","7807","7807","7807","-154.70772714766244","-154.70772714766244","-154.70772714766244"
